	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
162	ENSMLUP00000001012|ENSMLUG00000001112|ENSMLUT00000001107|protein_coding|SH3RF2|SH3-ENSOPRP00000002807|ENSOPRG00000003047|ENSOPRT00000003046|protein_coding|SH3RF2|SH3	MA	0.0919156	0.23756100000000002	0.386913	4.23259e-08	2166	203.296	1962.7		206	43.5019	162.498			0.10558599999999999	1.47687:1.43626:1.0849:1.38718:0.206274:1	0.679115(0.540111:0.498617:0.998617)	-3190.85			
163	ENSMLUP00000008401|ENSMLUG00000009211|ENSMLUT00000009217|protein_coding|SLF1|SMC5-SMC6-ENSOPRP00000004851|ENSOPRG00000005257|ENSOPRT00000005280|protein_coding|SLF1|SMC5-SMC6	MA	0.06776889999999999	0.18085299999999999	0.374718	6.86041e-05	1953	129.905	1823.09		136	21.7293	114.271			0.07529069999999999	4.03012:4.72943:2.96235:4.02892:0.907056:1	0.531844(0.43352:0.298324:0.863687)	-2709.82			
164	ENSMLUP00000020771|ENSMLUG00000016366|ENSMLUT00000023548|protein_coding|MAP3K10|mitogen-activated-ENSOPRP00000007609|ENSOPRG00000008307|ENSOPRT00000008314|protein_coding|MAP3K10|mitogen-activated	MA	0.0816343	0.259455	0.31463800000000003	1.14101e-12	2214	229.00900000000001	1984.99		199	53.3912	145.609			0.100027	1.1996:1.61772:0.58867:1.04199:0.231858:1	0.648763(0.552602:0.48505:0.908638)	-3250.53			
165	ENSMLUP00000008243|ENSMLUG00000009026|ENSMLUT00000009048|protein_coding|PDE4B|phosphodiesterase-ENSOPRP00000007730|ENSOPRG00000008436|ENSOPRT00000008443|protein_coding|PDE4B|phosphodiesterase	MA	0.0311057	0.130545	0.238277	5.87704e-05	1614	93.7559	1520.24		57	11.7196	45.2804			0.036882099999999994	1.55741:1.63389:1.33579:1.34604:0.588264:1	0.584795(0.495215:0.330941:0.92823)	-2049.72			
166	ENSMLUP00000008761|ENSMLUG00000009620|ENSMLUT00000009615|protein_coding|RTN4|reticulon-ENSOPRP00000010181|ENSOPRG00000011147|ENSOPRT00000011150|protein_coding|RTN4|reticulon	MA	0.144348	0.390746	0.36941799999999997	1.72537e-13	2748	190.271	2557.73		382	64.0304	317.97			0.161409	1.57397:1.62413:1.29862:1.51528:0.668907:1	0.602469(0.525:0.358796:0.923611)	-4365.06			
167	ENSMLUP00000010205|ENSMLUG00000011173|ENSMLUT00000011198|protein_coding|APP|amyloid-ENSOPRP00000005485|ENSOPRG00000005962|ENSOPRT00000005973|protein_coding|APP|amyloid	MA	0.021944599999999998	0.0679521	0.322942	0.0092483	1536	102.296	1433.7		37	6.69548	30.3045			0.0250086	0.613242:1.09245:0.728825:0.820372:0.733583:1	0.543506(0.494156:0.304545:0.831818)	-1895.2			
168	ENSMLUP00000009323|ENSMLUG00000010216|ENSMLUT00000010230|protein_coding|DDX3X|DEAD-box-ENSOPRP00000004362|ENSOPRG00000004720|ENSOPRT00000004736|protein_coding|DDX3X|DEAD-box	MA	0.0130207	0.0171149	0.760779	0.517433	1542	113.12700000000001	1428.87		20	1.88517	18.1148			0.013321000000000001	0.970892:0.966313:1.15833:1.18339:0.697518:1	0.594044(0.467085:0.413009:0.902038)	-1797.04			
169	ENSMLUP00000011228|ENSMLUG00000012329|ENSMLUT00000012333|protein_coding|SARM1|sterile-ENSOPRP00000005423|ENSOPRG00000005907|ENSOPRT00000005904|protein_coding|SARM1|sterile	MA	0.022804400000000002	0.053471500000000005	0.42647700000000005	0.0123626	1626	203.05599999999998	1422.94		42	10.53	31.47			0.0266341	2.13353:2.12375:1.9622:2.04802:0.445238:1	0.607274(0.55663:0.391575:0.873619)	-2024.8			
170	ENSMLUP00000002968|ENSMLUG00000003265|ENSMLUT00000003265|protein_coding|SMURF1|SMAD-ENSOPRP00000010073|ENSOPRG00000011014|ENSOPRT00000011029|protein_coding|SMURF1|SMAD	MA	0.04240719999999999	0.28491700000000003	0.148841	1.43538e-15	1773	115.125	1657.87		96	30.5402	65.4598			0.0581539	1.60126:2.25115:1.28735:1.33778:0.511025:1	0.591221(0.517147:0.351852:0.904664)	-2407.61			
171	ENSMLUP00000003807|ENSMLUG00000004180|ENSMLUT00000004183|protein_coding|EDEM2|ER-ENSOPRP00000010150|ENSOPRG00000011117|ENSOPRT00000011114|protein_coding|EDEM2|ER	MA	0.028703700000000002	0.06781310000000002	0.42327700000000007	0.00947748	1608	155.685	1452.31		51	10.306	40.694			0.0324903	2.34091:2.67894:1.66514:2.29773:0.01:1	0.636442(0.553541:0.393782:0.962003)	-2050.34			
172	ENSMLUP00000019236|ENSMLUG00000023879|ENSMLUT00000027287|protein_coding|HGF|hepatocyte-ENSOPRP00000005523|ENSOPRG00000006009|ENSOPRT00000006014|protein_coding|HGF|hepatocyte	MA	0.039308499999999996	0.08101489999999999	0.4852	0.0467111	1590	100.60799999999999	1489.39		63	7.699039999999999	55.301			0.041947500000000006	3.05402:2.49184:1.77066:3.10509:0.268028:1	0.566915(0.418657:0.386567:0.895522)	-2057.15			
173	ENSMLUP00000011072|ENSMLUG00000012135|ENSMLUT00000012152|protein_coding|THOC5|THO-ENSOPRP00000007931|ENSOPRG00000008652|ENSOPRT00000008666|protein_coding|THOC5|THO	MA	0.0207875	0.00933877	2.22594	0.678796	1545	124.08	1420.92		30	1.13247	28.8675			0.0198681	1.04217:2.05566:1.16388:1.98111:0.396598:1	0.559698(0.497076:0.306287:0.875731)	-1874.61			
174	ENSMLUP00000001716|ENSMLUG00000001883|ENSMLUT00000001886|protein_coding|TBC1D23|TBC1-ENSOPRP00000002794|ENSOPRG00000003024|ENSOPRT00000003032|protein_coding|TBC1D23|TBC1	MA	0.020537	0.09714860000000002	0.211398	0.00032636599999999997	1530	97.1789	1432.82		37	8.98738	28.0126			0.025403	0.872429:0.848633:0.805574:0.974182:0.378737:1	0.57429(0.470785:0.327212:0.924875)	-1880.48			
175	ENSMLUP00000005729|ENSMLUG00000006257|ENSMLUT00000006274|protein_coding||complement-ENSOPRP00000003813|ENSOPRG00000004052|ENSOPRT00000004139|protein_coding	MA	0.146207	0.23410100000000003	0.624546	0.00114406	2577	245.8	2331.2		350	50.5541	299.44599999999997			0.15459	1.58804:1.74841:1.2503:1.62197:0.46294:1	0.594881(0.520741:0.384819:0.879082)	-4131.13			
176	ENSMLUP00000015115|ENSMLUG00000016574|ENSMLUT00000016589|protein_coding|PDE4D|phosphodiesterase-ENSOPRP00000006072|ENSOPRG00000006620|ENSOPRT00000006629|protein_coding|PDE4D|phosphodiesterase	MA	0.0470668	0.1338	0.351769	0.000289658	1638	112.744	1525.26		82	14.2388	67.7612			0.0530367	1.78675:1.31343:1.32545:1.57894:0.91429:1	0.620195(0.548193:0.343373:0.969019)	-2187.79			
177	ENSMLUP00000010026|ENSMLUG00000010986|ENSMLUT00000011001|protein_coding|CACNB3|calcium-ENSOPRP00000006554|ENSOPRG00000007154|ENSOPRT00000007158|protein_coding|CACNB3|calcium	MA	0.00482624	0.0308656	0.156363	0.0141428	1446	88.3187	1357.68		9	2.64418	6.35582			0.00641667	3.11963:3.41799:1.78147:1.81003:0.01:1	0.664941(0.57764:0.419255:0.99793)	-1648.73			
178	ENSMLUP00000013224|ENSMLUG00000014530|ENSMLUT00000014536|protein_coding|REST|RE1-ENSOPRP00000007400|ENSOPRG00000008088|ENSOPRT00000008088|protein_coding|REST|RE1	MA	0.152161	0.562443	0.270536	1.9080100000000003e-23	2532	152.236	2379.76		372	71.1413	300.85900000000004			0.176829	2.61713:1.37449:0.653093:1.34734:0.665001:1	0.658777(0.542012:0.435503:0.998817)	-4048.43			
179	ENSMLUP00000004130|ENSMLUG00000004535|ENSMLUT00000004539|protein_coding|SEC14L1|SEC14-ENSOPRP00000008820|ENSOPRG00000009635|ENSOPRT00000009648|protein_coding|SEC14L1|SEC14	MA	0.040141699999999995	0.0934413	0.429593	0.00925848	1653	133.38299999999998	1519.62		70	11.8759	58.1241			0.0444425	1.18476:1.06895:0.975228:1.17782:0.469038:1	0.580124(0.477175:0.370185:0.89301)	-2185.25			
180	ENSMLUP00000013567|ENSMLUG00000014897|ENSMLUT00000014904|protein_coding|SEMA4D|semaphorin-ENSOPRP00000006974|ENSOPRG00000007615|ENSOPRT00000007616|protein_coding|SEMA4D|semaphorin	MA	0.12123900000000001	0.281733	0.430334	1.6389e-07	2208	185.753	2022.25		263	46.2625	216.738			0.134741	1.17629:1.51953:0.667334:1.20783:0.253252:1	0.65285(0.538212:0.444301:0.976036)	-3435.53			
181	ENSMLUP00000021326|ENSMLUG00000026412|ENSMLUT00000029618|protein_coding|LMNA|lamin-ENSOPRP00000002730|ENSOPRG00000002966|ENSOPRT00000002964|protein_coding|LMNA|lamin	MA	0.0426508	0.0454732	0.937934	0.678146	1707	166.15200000000002	1540.85		70	7.21789	62.7821			0.0429255	4.82177:1.90676:2.54587:3.78759:0.569441:1	0.632552(0.535156:0.41875:0.94375)	-2181.68			
182	ENSMLUP00000001461|ENSMLUG00000001590|ENSMLUT00000001590|protein_coding|PRKCA|protein-ENSOPRP00000014340|ENSOPRG00000015694|ENSOPRT00000015696|protein_coding|PRKCA|protein	MA	0.025735200000000003	0.0406723	0.6327470000000001	0.281801	1512	100.462	1411.54		39	3.9432199999999997	35.0568			0.0267277	0.731444:0.850998:0.693156:0.973265:0.280757:1	0.5808(0.489865:0.326858:0.925676)	-1880.7			
183	ENSMLUP00000013662|ENSMLUG00000015003|ENSMLUT00000015004|protein_coding|TGFBR1|transforming-ENSOPRP00000014807|ENSOPRG00000016214|ENSOPRT00000016207|protein_coding|TGFBR1|transforming	MA	0.00804801	0.05254930000000001	0.153152	0.00217789	1410	94.9225	1315.08		15	4.80492	10.1951			0.011043899999999999	0.69687:0.704787:0.664747:0.684568:0.387289:1	0.638712(0.503185:0.415074:0.997877)	-1654.31			
184	ENSMLUP00000016167|ENSMLUG00000017723|ENSMLUT00000017727|protein_coding|NLRC3|NLR-ENSOPRP00000004171|ENSOPRG00000004501|ENSOPRT00000004531|protein_coding|NLRC3|NLR	MA	0.10427	0.29870399999999997	0.349075	9.38787e-12	2244	205.56900000000002	2038.43		246	55.1392	190.861			0.122082	2.03655:2.48151:1.52454:1.68633:0.614991:1	0.585683(0.524906:0.381109:0.851034)	-3426.24			
185	ENSMLUP00000011743|ENSMLUG00000012908|ENSMLUT00000012910|protein_coding|MMP14|matrix-ENSOPRP00000000950|ENSOPRG00000001031|ENSOPRT00000001032|protein_coding|MMP14|matrix	MA	0.0530294	0.102074	0.519521	0.042676900000000004	1641	135.503	1505.5		88	12.9945	75.0055			0.05707919999999999	1.35931:1.46287:1.04286:1.43238:0.202321:1	0.63592(0.521552:0.415517:0.97069)	-2240.98			
186	ENSMLUP00000004462|ENSMLUG00000004887|ENSMLUT00000004897|protein_coding|SLC44A4|solute-ENSOPRP00000003473|ENSOPRG00000003759|ENSOPRT00000003776|protein_coding|SLC44A4|solute	MA	0.130245	0.162736	0.800347	0.19559	2103	231.322	1871.68		250	33.4413	216.55900000000003			0.133819	0.68564:0.794583:0.525742:0.896152:0.218036:1	0.644349(0.529915:0.404558:0.998575)	-3288.82			
187	ENSMLUP00000006475|ENSMLUG00000007081|ENSMLUT00000007091|protein_coding|RIOK3|RIO-ENSOPRP00000004433|ENSOPRG00000004803|ENSOPRT00000004813|protein_coding|RIOK3|RIO	MA	0.0339702	0.0992222	0.34236500000000003	0.0038704	1557	105.512	1451.49		57	9.98287	47.0171			0.0383921	2.48455:2.1798:1.9906:2.17648:0.570319:1	0.636859(0.550962:0.361538:0.998077)	-1989.87			
188	ENSMLUP00000009550|ENSMLUG00000010485|ENSMLUT00000010477|protein_coding|NR1D1|nuclear-ENSOPRP00000011053|ENSOPRG00000012121|ENSOPRT00000012109|protein_coding|NR1D1|nuclear	MA	0.032902999999999995	0.0651435	0.505085	0.048079699999999996	1599	119.206	1479.79		54	7.42777	46.5722			0.0353065	1.60928:1.81839:1.31776:1.52622:0.29675:1	0.675735(0.522514:0.50469:1)	-2036.72			
189	ENSMLUP00000013530|ENSMLUG00000014860|ENSMLUT00000014865|protein_coding|LYN|LYN-ENSOPRP00000010064|ENSOPRG00000011016|ENSOPRT00000011020|protein_coding|LYN|LYN	MA	0.0136765	0.026551299999999996	0.515097	0.213246	1428	80.8641	1347.14		20	2.08744	17.9126			0.0144055	0.532447:0.541219:0.58383:0.62903:0.444614:1	0.602014(0.482456:0.360624:0.962963)	-1696.61			
190	ENSMLUP00000012045|ENSMLUG00000013225|ENSMLUT00000013239|protein_coding|PTPRJ|protein-ENSOPRP00000015671|ENSOPRG00000017161|ENSOPRT00000017170|protein_coding|PTPRJ|protein	MA	0.22859000000000002	0.452696	0.504953	7.381590000000001e-10	3027	222.99	2804.01		597	81.2292	515.771			0.24509899999999998	1.14741:1.80493:0.877545:1.84312:0.667432:1	0.592686(0.449749:0.406198:0.922111)	-5214.54			
191	ENSMLUP00000006186|ENSMLUG00000006720|ENSMLUT00000006775|protein_coding|KIF14|kinesin-ENSOPRP00000005969|ENSOPRG00000006505|ENSOPRT00000006517|protein_coding|KIF14|kinesin	MA	0.304634	0.917284	0.332104	2.5421799999999996e-68	4329	372.457	3956.54		1130	249.56400000000002	880.436			0.35734499999999997	1.46759:1.38893:0.950695:1.24776:0.339773:1	0.663925(0.565461:0.451974:0.974342)	-8033.55			
192	ENSMLUP00000006264|ENSMLUG00000006873|ENSMLUT00000006858|protein_coding|SOCS6|suppressor-ENSOPRP00000007219|ENSOPRG00000007897|ENSOPRT00000007884|protein_coding|SOCS6|suppressor	MA	0.0443543	0.10745899999999999	0.412757	0.00231894	1605	127.916	1477.08		75	13.0068	61.9932			0.049383699999999996	1.14231:1.15848:0.851102:1.20193:0.102214:1	0.658271(0.539179:0.4375:0.998134)	-2122.23			
193	ENSMLUP00000000144|ENSMLUG00000000155|ENSMLUT00000000157|protein_coding|EYA3|EYA-ENSOPRP00000002157|ENSOPRG00000002321|ENSOPRT00000002330|protein_coding|EYA3|EYA	MA	0.020232299999999998	0.022369200000000002	0.904474	0.652289	1449	107.38799999999999	1341.61		29	2.35777	26.6422			0.0203907	0.684923:1.38087:0.508086:1.11528:0.171441:1	0.608202(0.489529:0.413613:0.921466)	-1756.82			
194	ENSMLUP00000000775|ENSMLUG00000000842|ENSMLUT00000000847|protein_coding|APPL1|adaptor-ENSOPRP00000004763|ENSOPRG00000005169|ENSOPRT00000005183|protein_coding|APPL1|adaptor	MA	0.0161924	0.026160700000000002	0.618961	0.293489	1461	101.236	1359.76		24	2.57687	21.4231			0.0168832	1.22082:1.18631:1.30019:1.30348:0.785568:1	0.54755(0.44687:0.342067:0.853712)	-1743.62			
195	ENSMLUP00000022176|ENSMLUG00000000551|ENSMLUT00000000545|protein_coding|RAG2|recombination-ENSOPRP00000015811|ENSOPRG00000017324|ENSOPRT00000017323|protein_coding|RAG2|recombination	MA	0.046312099999999995	0.187654	0.246795	3.3784500000000002e-06	1578	88.0465	1489.95		80	15.4549	64.5451			0.0541984	0.982246:1.39642:0.64016:1.07826:0.0656587:1	0.624921(0.48482:0.391841:0.998102)	-2092.15			
196	ENSMLUP00000015965|ENSMLUG00000017507|ENSMLUT00000017512|protein_coding|TGFBR2|transforming-ENSOPRP00000005103|ENSOPRG00000005565|ENSOPRT00000005559|protein_coding|TGFBR2|transforming	MA	0.067771	0.237655	0.285166	2.63191e-07	1650	102.265	1547.73		119	22.3859	96.6141			0.0783002	1.144:1.08315:1.15989:1.27169:1.04698:1	0.624242(0.49:0.382727:1)	-2345.61			
197	ENSMLUP00000001297|ENSMLUG00000001418|ENSMLUT00000001414|protein_coding|DYRK3|dual-ENSOPRP00000000539|ENSOPRG00000000599|ENSOPRT00000000592|protein_coding|DYRK3|dual	MA	0.0688082	0.170396	0.40381300000000003	0.00018000200000000002	1758	138.955	1619.04		125	21.9104	103.09			0.0768378	1.46959:1.56193:1.16835:1.58818:0.458589:1	0.650767(0.534072:0.419932:0.998296)	-2487.2			
198	ENSMLUP00000007910|ENSMLUG00000008662|ENSMLUT00000008678|protein_coding|HDAC3|histone-ENSOPRP00000015465|ENSOPRG00000016937|ENSOPRT00000016936|protein_coding|HDAC3|histone	MA					1284	62.9773	1221.02		0						0.462415:0.455987:0.511744:0.50157:0.389197:1	0.630925(0.550117:0.344988:0.997669)	-1413.25			
199	ENSMLUP00000014009|ENSMLUG00000015368|ENSMLUT00000015375|protein_coding|SEMA4C|semaphorin-ENSOPRP00000014353|ENSOPRG00000015705|ENSOPRT00000015711|protein_coding|SEMA4C|semaphorin	MA	0.056403999999999996	0.251294	0.22445500000000002	5.1322699999999995e-12	1698	143.936	1554.06		115	33.5922	81.4078			0.07292439999999999	1.02574:1.38677:0.687725:0.889374:0.26413:1	0.574519(0.504207:0.379808:0.839543)	-2403.35			
200	ENSMLUP00000007864|ENSMLUG00000008611|ENSMLUT00000008628|protein_coding|MAP3K11|mitogen-activated-ENSOPRP00000009804|ENSOPRG00000010736|ENSOPRT00000010733|protein_coding|MAP3K11|mitogen-activated	MA	0.0369027	0.0312245	1.18185	0.8373860000000001	1557	199.233	1357.77		55	6.07449	48.9255			0.036176099999999996	0.484697:1.22102:0.552241:1.05864:0.101212:1	0.676996(0.566164:0.530988:0.933836)	-1992.98			
201	ENSMLUP00000019973|ENSMLUG00000012813|ENSMLUT00000012815|protein_coding|TLR2|toll-ENSOPRP00000007980|ENSOPRG00000008736|ENSOPRT00000008718|protein_coding|TLR2|toll	MA	0.178493	0.197458	0.903954	0.5295949999999999	2340	191.483	2148.52		356	31.9491	324.051			0.180045	0.812571:2.15644:0.307787:1.63622:0.328139:1	0.618011(0.493598:0.361716:0.99872)	-3780.74			
202	ENSMLUP00000003699|ENSMLUG00000004060|ENSMLUT00000004060|protein_coding|POLR3C|RNA-ENSOPRP00000003913|ENSOPRG00000004244|ENSOPRT00000004247|protein_coding|POLR3C|RNA	MA	0.0380236	0.133096	0.28568699999999997	2.20665e-05	1575	119.256	1455.74		68	15.1537	52.8463			0.0452223	2.33095:2.50595:1.84811:2.17491:0.290579:1	0.634664(0.537072:0.368821:0.998099)	-2042.67			
203	ENSMLUP00000006290|ENSMLUG00000006886|ENSMLUT00000006885|protein_coding|SESN1|sestrin-ENSOPRP00000012721|ENSOPRG00000013941|ENSOPRT00000013940|protein_coding|SESN1|sestrin	MA	0.0522365	0.08356219999999999	0.6251220000000001	0.11991500000000001	1476	116.691	1359.31		76	9.1766	66.8234			0.0547131	0.634058:1.52197:0.532658:1.46376:0.252915:1	0.630494(0.543611:0.349899:0.997972)	-1973.33			
204	ENSMLUP00000002285|ENSMLUG00000002516|ENSMLUT00000002515|protein_coding|XRCC6|X-ray-ENSOPRP00000002216|ENSOPRG00000002386|ENSOPRT00000002393|protein_coding|XRCC6|X-ray	MA	0.0722508	0.162647	0.444219	0.00110216	1743	128.06799999999998	1614.93		128	19.3892	108.611			0.0788927	1.28653:1.64863:0.893504:1.35389:0.297829:1	0.632016(0.553265:0.344502:0.998282)	-2452.88			
205	ENSMLUP00000010933|ENSMLUG00000012001|ENSMLUT00000012003|protein_coding|DHX58|DExH-box-ENSOPRP00000000684|ENSOPRG00000000753|ENSOPRT00000000751|protein_coding|DHX58|DExH-box	MA	0.12163900000000001	0.197692	0.615297	0.011307600000000001	2034	170.232	1863.77		232	29.9876	202.012			0.128004	0.651325:1.40009:0.685091:0.936902:0.145567:1	0.662242(0.600295:0.386431:1)	-3119.89			
206	ENSMLUP00000012100|ENSMLUG00000013295|ENSMLUT00000013300|protein_coding|TNK1|tyrosine-ENSOPRP00000013641|ENSOPRG00000014938|ENSOPRT00000014940|protein_coding|TNK1|tyrosine	MA	0.10868299999999999	0.180311	0.602753	0.00298503	1986	251.83	1734.17		211	40.9651	170.035			0.11776500000000001	1.30704:1.50186:0.933688:1.32434:0.271017:1	0.71996(0.631222:0.530166:0.998492)	-3022.68			
207	ENSMLUP00000022163|ENSMLUG00000027090|ENSMLUT00000029353|protein_coding|SFPQ|splicing-ENSOPRP00000012499|ENSOPRG00000013696|ENSOPRT00000013701|protein_coding|SFPQ|splicing	MA	0.0117399	0.000234797	50.0	0.270019	1341	150.39	1190.61		14	0.035278699999999996	13.9647			0.010449600000000002	1.04117:1.87725:1.40503:3.02447:0.01:1	0.670015(0.575893:0.436384:0.997768)	-1549.28			
208	ENSMLUP00000006938|ENSMLUG00000007586|ENSMLUT00000007599|protein_coding|C7|complement-ENSOPRP00000003408|ENSOPRG00000003680|ENSOPRT00000003707|protein_coding|C7|complement	MA	0.169726	0.18909700000000002	0.89756	0.519174	2181	192.06900000000002	1988.93		316	30.6961	285.30400000000003			0.171432	0.719763:1.07603:0.537906:1.39649:0.268916:1	0.614274(0.469751:0.442467:0.930605)	-3523.64			
209	ENSMLUP00000012210|ENSMLUG00000013414|ENSMLUT00000013422|protein_coding|LRSAM1|leucine-ENSOPRP00000010139|ENSOPRG00000011091|ENSOPRT00000011101|protein_coding|LRSAM1|leucine	MA	0.08172360000000001	0.16777	0.487116	0.00376916	1746	132.061	1613.94		139	19.9911	119.009			0.0882318	1.47917:2.00961:1.03764:1.67853:0.543322:1	0.580213(0.531207:0.306519:0.902913)	-2485.58			
210	ENSMLUP00000022476|ENSMLUG00000023677|ENSMLUT00000027821|protein_coding|TEC|tec-ENSOPRP00000010418|ENSOPRG00000011411|ENSOPRT00000011418|protein_coding|TEC|tec	MA	0.0108737	0.047488699999999995	0.228975	0.015137999999999999	1344	79.768	1264.23		17	3.67251	13.3275			0.013046799999999999	2.53379:2.60853:2.51154:2.59543:0.373873:1	0.613506(0.479526:0.378233:0.982759)	-1588.65			
211	ENSMLUP00000021975|ENSMLUG00000028357|ENSMLUT00000030272|protein_coding|C1S|complement-ENSOPRP00000003779|ENSOPRG00000004093|ENSOPRT00000004102|protein_coding|C1S|complement	MA	0.14811400000000002	0.27688	0.534937	0.000249494	2040	149.158	1890.84		275	35.3412	239.65900000000002			0.157529	0.659893:1.07283:0.418037:1.08978:0.228131:1	0.644608(0.522059:0.411765:1)	-3232.42			
212	ENSMLUP00000011956|ENSMLUG00000013139|ENSMLUT00000013142|protein_coding|EDEM1|ER-ENSOPRP00000002984|ENSOPRG00000003248|ENSOPRT00000003251|protein_coding|EDEM1|ER	MA	0.0415086	0.040239699999999996	1.0315299999999998	0.9966649999999999	1458	123.572	1334.43		58	4.7778599999999996	53.2221			0.041401	0.750008:1.01376:0.498386:1.00248:0.01:1	0.637919(0.541068:0.374743:0.997947)	-1895.58			
213	ENSMLUP00000008496|ENSMLUG00000009310|ENSMLUT00000009321|protein_coding|TNIP1|TNFAIP3-ENSOPRP00000005619|ENSOPRG00000006118|ENSOPRT00000006123|protein_coding|TNIP1|TNFAIP3	MA	0.0699198	0.136658	0.51164	0.014914199999999999	1785	123.211	1661.79		124	15.6949	108.305			0.0745265	1.47884:1.51829:1.45313:1.50071:0.761971:1	0.65229(0.603834:0.378594:0.974441)	-2498.86			
214	ENSMLUP00000014418|ENSMLUG00000015821|ENSMLUT00000015827|protein_coding|FLCN|folliculin-ENSOPRP00000007286|ENSOPRG00000007954|ENSOPRT00000007959|protein_coding|FLCN|folliculin	MA	0.0616001	0.0607668	1.01371	0.9999959999999999	1620	188.641	1431.36		94	10.8148	83.1852			0.0615031	0.477928:2.14878:0.569832:2.01909:0.107562:1	0.650585(0.552632:0.426316:0.972807)	-2220.52			
215	ENSMLUP00000008817|ENSMLUG00000009682|ENSMLUT00000009674|protein_coding|TRAF3|TNF-ENSOPRP00000000351|ENSOPRG00000000384|ENSOPRT00000000387|protein_coding|TRAF3|TNF	MA	0.037954400000000006	0.0472443	0.8033640000000001	0.571349	1485	102.61	1382.39		55	4.65189	50.3481			0.0385963	1.17515:1.31648:1.2418:1.38863:0.592922:1	0.592723(0.486796:0.356514:0.934859)	-1922.04			
216	ENSMLUP00000001852|ENSMLUG00000002036|ENSMLUT00000002034|protein_coding|UBQLN1|ubiquilin-ENSOPRP00000014463|ENSOPRG00000015831|ENSOPRT00000015831|protein_coding|UBQLN1|ubiquilin	MA	0.041225300000000006	0.0220776	1.8673	0.267074	1512	151.437	1360.56		59	3.319	55.681000000000004			0.0393076	0.94564:3.44716:0.286383:2.61932:0.318625:1	0.6598(0.54588:0.46161:0.97191)	-1903.82			
217	ENSMLUP00000002144|ENSMLUG00000002347|ENSMLUT00000002360|protein_coding||membrane-ENSOPRP00000014868|ENSOPRG00000016267|ENSOPRT00000016276|protein_coding	MA	0.131416	0.141395	0.929422	0.71513	1962	177.979	1784.02		232	22.4886	209.511			0.132321	1.42458:1.696:0.958136:1.87248:0.346693:1	0.554864(0.476555:0.375598:0.81244)	-2991.69			
218	ENSMLUP00000019748|ENSMLUG00000023670|ENSMLUT00000026470|protein_coding|MARCH7|membrane-ENSOPRP00000011228|ENSOPRG00000012307|ENSOPRT00000012305|protein_coding|MARCH7|membrane	MA	0.060037099999999996	0.258556	0.23220100000000002	6.56838e-09	1650	98.4989	1551.5		103	22.1148	80.8852			0.071888	1.41942:1.36019:1.10818:1.30595:0.32689:1	0.590798(0.393539:0.475037:0.903818)	-2204.46			
219	ENSMLUP00000012249|ENSMLUG00000013462|ENSMLUT00000013463|protein_coding|TRAF4|TNF-ENSOPRP00000013192|ENSOPRG00000014458|ENSOPRT00000014450|protein_coding|TRAF4|TNF	MA	0.00693972	0.00015226200000000001	45.5775	0.686241	1266	105.839	1160.16		8	0.0159809	7.98402			0.00637228	6.9396:20.4839:16.9193:16.9932:4.49718:1	0.663909(0.552009:0.44208:0.997636)	-1475.59			
220	ENSMLUP00000020966|ENSMLUG00000030769|ENSMLUT00000022752|protein_coding|TLR5|toll-ENSOPRP00000012743|ENSOPRG00000013976|ENSOPRT00000013962|protein_coding|TLR5|toll	MA	0.21538600000000002	0.176763	1.2185	0.19758299999999998	2487	264.941	2222.06		431	38.4151	392.585			0.211272	0.919924:2.1429:0.240087:1.79008:0.429847:1	0.63217(0.543321:0.354994:0.998195)	-4166.04			
221	ENSMLUP00000015662|ENSMLUG00000017176|ENSMLUT00000017180|protein_coding|HELB|DNA-ENSOPRP00000009367|ENSOPRG00000010259|ENSOPRT00000010254|protein_coding|HELB|DNA	MA	0.211732	0.402048	0.526632	1.09127e-07	2697	204.905	2492.1		504	68.0621	435.93800000000005			0.22619099999999998	0.778045:1.34396:0.46206:1.27556:0.671546:1	0.604771(0.506006:0.358358:0.94995)	-4618.69			
222	ENSMLUP00000003901|ENSMLUG00000004285|ENSMLUT00000004284|protein_coding|SIRT1|sirtuin-ENSOPRP00000002702|ENSOPRG00000002944|ENSOPRT00000002933|protein_coding|SIRT1|sirtuin	MA	0.0513168	0.23825500000000002	0.21538600000000002	5.1346e-09	1569	97.6837	1471.32		90	21.2056	68.7944			0.0629553	1.26475:1.17383:0.863797:1.07453:0.175226:1	0.602204(0.506612:0.368595:0.931405)	-2119.97			
223	ENSMLUP00000000181|ENSMLUG00000000197|ENSMLUT00000000197|protein_coding|TGFB2|transforming-ENSOPRP00000009293|ENSOPRG00000010177|ENSOPRT00000010172|protein_coding|TGFB2|transforming	MA	0.0143531	0.0583942	0.24579600000000001	0.011309399999999999	1320	85.8685	1234.13		22	4.85365	17.1463			0.017218	1.66335:1.00686:0.992458:1.15035:0.324752:1	0.630385(0.470522:0.422902:0.997732)	-1599.02			
