	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
261	ENSDORP00000020076|ENSDORG00000007170|ENSDORT00000031085|protein_coding|Fnip1|folliculin-ENSRNOP00000012671|ENSRNOG00000009104|ENSRNOT00000012671|protein_coding|AABR07029605.1	MA	0.0654028	0.103493	0.6319520000000001	0.0690688	2295	165.515	2129.48		147	16.0998	130.9			0.06814989999999999	1.4757:1.48132:1.18335:1.4414:0.302152:1	0.644691(0.546997:0.388381:0.998695)	-3175.16			
262	ENSDORP00000010931|ENSDORG00000011630|ENSDORT00000011632|protein_coding|Wdr48|WD-ENSRNOP00000075552|ENSRNOG00000016942|ENSRNOT00000082356|protein_coding|Wdr48|WD	MA	0.0249903	0.094932	0.263244	8.62866e-05	1935	120.34299999999999	1814.66		55	11.0676	43.9324			0.0293402	1.28204:1.32635:0.999305:1.11506:0.311697:1	0.639018(0.522481:0.394574:1)	-2412.63			
263	ENSDORP00000015484|ENSDORG00000016457|ENSDORT00000016457|protein_coding|Pidd1|p53-induced-ENSRNOP00000065320|ENSRNOG00000049179|ENSRNOT00000072774|protein_coding|LOC100911519|p53-induced	MA	0.103574	0.10022400000000001	1.0334299999999998	0.9175629999999999	2655	312.845	2342.16		248	28.3854	219.615			0.10317899999999999	0.441216:1.66362:0.284381:0.921025:0.29682:1	0.704853(0.651242:0.464447:0.998871)	-3949.33			
264	ENSDORP00000027255|ENSDORG00000024156|ENSDORT00000035586|protein_coding||DNA-ENSRNOP00000019799|ENSRNOG00000014193|ENSRNOT00000019799|protein_coding|Lig1|DNA	MA	0.10865999999999999	0.189614	0.57306	0.00053432	2706	240.791	2465.21		282	41.0662	240.93400000000003			0.11586400000000001	1.16538:1.0216:0.753293:1.15061:0.283391:1	0.673127(0.599114:0.420819:0.999446)	-4063.11			
265	ENSDORP00000019098|ENSDORG00000001246|ENSDORT00000025655|protein_coding|Ern2|endoplasmic-ENSRNOP00000025699|ENSRNOG00000018974|ENSRNOT00000025699|protein_coding|Ern2|endoplasmic	MA	0.11948299999999999	0.17940799999999998	0.665985	0.008346700000000002	2739	294.83799999999997	2444.16		310	47.5393	262.461			0.125934	1.14853:1.44787:0.604812:1.18398:0.359707:1	0.691466(0.619803:0.455689:0.998906)	-4255.39			
266	ENSDORP00000018767|ENSDORG00000014718|ENSDORT00000034883|protein_coding|Prkcd|protein-ENSRNOP00000025858|ENSRNOG00000016346|ENSRNOT00000025858|protein_coding|Prkcd|protein	MA	0.0374281	0.0516034	0.725304	0.440812	2019	120.48200000000001	1898.52		74	5.95378	68.0462			0.038274	1.01779:1.09753:0.893089:1.09307:0.349227:1	0.609545(0.487389:0.341988:0.999258)	-2598.3			
267	ENSDORP00000009554|ENSDORG00000010163|ENSDORT00000010163|protein_coding|Plk2|polo-ENSRNOP00000016768|ENSRNOG00000011951|ENSRNOT00000016768|protein_coding|Plk2|polo-like	MA	0.03305809999999999	0.0832123	0.39727399999999996	0.0163403	1884	102.25	1781.75		65	8.20429	56.7957			0.0357801	0.802998:0.952759:0.74756:0.797042:0.515435:1	0.625861(0.504769:0.374404:0.99841)	-2416.43			
268	ENSDORP00000006418|ENSDORG00000006850|ENSDORT00000006851|protein_coding|Msh2|mutS-ENSRNOP00000021538|ENSRNOG00000015796|ENSRNOT00000021538|protein_coding|Msh2|mutS	MA	0.093776	0.146857	0.638555	0.033835500000000004	2454	190.35299999999998	2263.65		221	25.7168	195.283			0.0978933	1.56474:1.61316:1.42548:1.65055:0.84441:1	0.632682(0.551893:0.346764:0.999389)	-3596.26			
269	ENSDORP00000013108|ENSDORG00000013944|ENSDORT00000013943|protein_coding|Smarcal1|SWI/SNF-ENSRNOP00000064323|ENSRNOG00000016503|ENSRNOT00000071856|protein_coding|Smarcal1|Swi/SNF	MA	0.108242	0.252698	0.42834700000000003	9.316520000000001e-08	2715	212.176	2502.82		292	48.2423	243.75799999999998			0.119532	1.25164:1.46733:0.856336:1.21959:0.454504:1	0.652318(0.540839:0.417219:0.998896)	-4137.16			
270	ENSDORP00000020025|ENSDORG00000005107|ENSDORT00000027057|protein_coding|Eif2b5|eukaryotic-ENSRNOP00000002321|ENSRNOG00000038160|ENSRNOT00000002321|protein_coding|Eif2b5|eukaryotic	MA	0.0503492	0.17133199999999998	0.293869	6.68626e-07	2145	148.868	1996.13		118	23.8846	94.1154			0.0587457	0.999167:1.87882:0.478752:0.906125:0.0955221:1	0.65433(0.587291:0.376397:0.999302)	-2883.9			
271	ENSDORP00000008188|ENSDORG00000008725|ENSDORT00000008724|protein_coding|Mag|myelin-ENSRNOP00000028544|ENSRNOG00000021023|ENSRNOT00000028544|protein_coding|Mag|myelin-associated	MA	0.019388	0.0262262	0.739259	0.41412	1878	204.165	1673.84		37	5.24021	31.7598			0.0201314	1.0054:0.861432:0.75087:1.24475:0.309813:1	0.669856(0.566188:0.444976:0.998405)	-2309.14			
272	ENSDORP00000005203|ENSDORG00000005562|ENSDORT00000005562|protein_coding|Plk3|polo-ENSRNOP00000025197|ENSRNOG00000018484|ENSRNOT00000025197|protein_coding|Plk3|polo-like	MA	0.0259858	0.042403500000000004	0.61282	0.226629	1941	188.115	1752.88		52	7.749219999999999	44.2508			0.0275769	0.787725:1.76169:0.569081:1.22646:0.311226:1	0.683642(0.581019:0.471451:0.998457)	-2442.64			
273	ENSDORP00000001215|ENSDORG00000001289|ENSDORT00000001297|protein_coding|Smurf1|SMAD-ENSRNOP00000073635|ENSRNOG00000000999|ENSRNOT00000084577|protein_coding|Smurf1|SMAD	MA	0.05326	0.12281900000000001	0.433645	0.00111945	2067	167.03599999999997	1899.96		115	19.3847	95.6153			0.058881100000000006	1.0977:0.950927:0.794025:1.09199:0.484096:1	0.654106(0.57029:0.393478:0.998551)	-2832.93			
274	ENSDORP00000011989|ENSDORG00000012747|ENSDORT00000012747|protein_coding|Helq|helicase,-ENSRNOP00000002974|ENSRNOG00000002181|ENSRNOT00000002974|protein_coding|Helq|helicase,	MA	0.134819	0.193472	0.696839	0.0260798	2946	225.87099999999998	2720.13		362	38.5438	323.45599999999996			0.139316	1.62023:2.47575:0.593646:1.91036:0.500714:1	0.635639(0.534079:0.373347:0.999491)	-4557.7			
275	ENSDORP00000020160|ENSDORG00000003629|ENSDORT00000032546|protein_coding|Ash2l|ASH2-ENSRNOP00000068617|ENSRNOG00000014875|ENSRNOT00000086891|protein_coding|Ash2l|ASH2	MA	0.0156589	0.04506040000000001	0.347508	0.0236937	1869	134.474	1734.53		32	5.83689	26.1631			0.0177743	1.59665:1.8328:1.8254:2.03954:0.674227:1	0.668002(0.550481:0.455128:0.998397)	-2238.83			
276	ENSDORP00000012714|ENSDORG00000013519|ENSDORT00000013519|protein_coding|Mpo|myeloperoxidase-ENSRNOP00000071759|ENSRNOG00000008310|ENSRNOT00000081951|protein_coding|Mpo|myeloperoxidase	MA	0.0620932	0.07867610000000001	0.789226	0.344572	2145	197.84400000000002	1947.16		129	14.7135	114.287			0.0636227	0.722513:0.786957:0.556216:0.860168:0.145362:1	0.655261(0.527933:0.439246:0.998603)	-2973.76			
277	ENSDORP00000009324|ENSDORG00000009920|ENSDORT00000009921|protein_coding|Cul4a|cullin-ENSRNOP00000026653|ENSRNOG00000019649|ENSRNOT00000026653|protein_coding|Cul4a|cullin	MA	0.0105342	0.000214202	49.1787	0.27264099999999997	1782	164.47299999999998	1617.53		17	0.0350767	16.9649			0.00958165	2.39729:2.27979:1.71368:3.80141:0.01:1	0.607563(0.535294:0.289076:0.998319)	-2032.64			
278	ENSDORP00000023531|ENSDORG00000004380|ENSDORT00000026474|protein_coding|Atg7|autophagy-ENSRNOP00000063617|ENSRNOG00000007486|ENSRNOT00000067532|protein_coding|Atg7|autophagy	MA	0.050247900000000005	0.136822	0.367249	0.00017099099999999998	2079	153.26	1925.74		112	19.9481	92.0519			0.05662999999999999	1.18582:1.68886:0.802547:0.933294:0.348546:1	0.662584(0.573487:0.415706:0.998559)	-2842.33			
279	ENSDORP00000009671|ENSDORG00000010288|ENSDORT00000010288|protein_coding|Nploc4|NPL4-ENSRNOP00000051856|ENSRNOG00000036698|ENSRNOT00000054973|protein_coding|Nploc4|NPL4	MA	0.0160654	0.00470805	3.41232	0.359572	1809	131.468	1677.53		27	0.606178	26.3938			0.01524	1.84206:5.49828:2.12618:3.80914:0.147724:1	0.641832(0.529801:0.397351:0.998344)	-2160.47			
280	ENSDORP00000005581|ENSDORG00000005961|ENSDORT00000005959|protein_coding|Fzd1|frizzled-ENSRNOP00000021979|ENSRNOG00000016242|ENSRNOT00000021979|protein_coding|Fzd1|frizzled	MA	0.0351501	0.07848780000000001	0.447842	0.0056	1926	208.058	1717.94		73	15.539000000000001	57.461000000000006			0.0398317	0.89328:1.13833:0.626238:1.17618:0.220207:1	0.674443(0.549767:0.475117:0.998445)	-2531.51			
281	ENSDORP00000006049|ENSDORG00000006459|ENSDORT00000006460|protein_coding|Mcm8|minichromosome-ENSRNOP00000028898|ENSRNOG00000021272|ENSRNOT00000028898|protein_coding|Mcm8|minichromosome	MA	0.07746130000000001	0.182609	0.42419300000000004	2.11434e-05	2346	172.15099999999998	2173.85		185	29.104	155.89600000000002			0.0851771	1.38498:1.49239:1.12419:1.3675:0.476542:1	0.646232(0.542784:0.39719:0.998723)	-3356.25			
282	ENSDORP00000004064|ENSDORG00000004346|ENSDORT00000004346|protein_coding|Dtl|denticleless-ENSRNOP00000005576|ENSRNOG00000004195|ENSRNOT00000005576|protein_coding|Dtl|denticleless	MA	0.06081369999999999	0.19403399999999998	0.313417	2.09574e-07	2184	148.36	2035.64		139	26.2245	112.775			0.06986339999999999	1.71243:1.74254:1.47877:1.63447:0.590772:1	0.659808(0.473251:0.507545:0.998628)	-3004.98			
283	ENSDORP00000014625|ENSDORG00000015539|ENSDORT00000015539|protein_coding|Arntl|aryl-ENSRNOP00000042830|ENSRNOG00000014448|ENSRNOT00000046313|protein_coding|Arntl|aryl	MA	0.00658762	0.00058571	11.2472	0.6780609999999999	1773	105.186	1667.81		11	0.0613381	10.9387			0.00623155	1.24085:5.18215:2.26606:2.84038:0.01:1	0.648649(0.502534:0.445101:0.998311)	-2009.03			
284	ENSDORP00000010504|ENSDORG00000011178|ENSDORT00000011177|protein_coding|Ctc1|CST-ENSRNOP00000007447|ENSRNOG00000005357|ENSRNOT00000007447|protein_coding|Ctc1|CST	MA	0.21193299999999998	0.340493	0.62243	2.6060400000000004e-06	3531	359.23199999999997	3171.77		651	100.221	550.779			0.225012	0.743637:2.20937:0.493684:1.16509:0.39372:1	0.685908(0.591681:0.466469:0.999576)	-6089.38			
285	ENSDORP00000027208|ENSDORG00000011691|ENSDORT00000035246|protein_coding|Men1|menin-ENSRNOP00000028592|ENSRNOG00000021054|ENSRNOT00000028592|protein_coding|Men1|menin	MA	0.014529399999999998	0.013659399999999999	1.06369	0.9201440000000001	1830	139.014	1690.99		26	1.8652900000000001	24.1347			0.014463299999999998	0.0955998:1.25013:0.21335:0.592982:0.391065:1	0.684124(0.608838:0.445172:0.998363)	-2189.98			
286	ENSDORP00000023984|ENSDORG00000003046|ENSDORT00000030526|protein_coding|Usp16|ubiquitin-ENSRNOP00000002173|ENSRNOG00000001598|ENSRNOT00000002173|protein_coding|Usp16|ubiquitin	MA	0.0984288	0.21909099999999998	0.449259	0.00016435900000000002	2457	130.755	2326.24		233	25.9099	207.09			0.10485	1.76306:1.67073:1.27674:1.62285:0.422331:1	0.620732(0.520122:0.343293:0.99878)	-3595.41			
287	ENSDORP00000016920|ENSDORG00000027490|ENSDORT00000029415|protein_coding|Fzd5|frizzled-ENSRNOP00000070441|ENSRNOG00000014678|ENSRNOT00000019698|protein_coding|Fzd5|frizzled	MA	0.0114506	0.0131171	0.872958	0.651479	1746	188.267	1557.73		20	2.43223	17.5678			0.0116303	1.93384:2.1269:2.34994:2.51272:0.81678:1	0.679817(0.537736:0.503431:0.998285)	-2087.99			
288	ENSDORP00000026956|ENSDORG00000011306|ENSDORT00000024006|protein_coding|Spire1|spire-ENSRNOP00000062729|ENSRNOG00000025324|ENSRNOT00000066103|protein_coding|Spire1|spire-type	MA	0.0307668	0.0742182	0.414546	0.0157699	1923	140.829	1782.17		62	9.92631	52.0737			0.033948900000000004	1.21525:1.45555:0.935915:1.32313:0.337429:1	0.642523(0.477414:0.451713:0.998442)	-2448.46			
289	ENSDORP00000007760|ENSDORG00000008271|ENSDORT00000008270|protein_coding|Ptpn11|protein-ENSRNOP00000041842|ENSRNOG00000030124|ENSRNOT00000046323|protein_coding|Ptpn11|protein	MA	0.00812376	0.0251905	0.322493	0.10571400000000002	1749	65.3799	1683.62		15	1.6121	13.3879			0.00876174	0.860909:4.73153:1.65967:1.6669:1.55039:1	0.629852(0.529966:0.361301:0.998288)	-2002.9			
290	ENSDORP00000014553|ENSDORG00000015461|ENSDORT00000015461|protein_coding|Mapk8ip2|mitogen-activated-ENSRNOP00000052648|ENSRNOG00000032828|ENSRNOT00000055792|protein_coding|Mapk8ip2|mitogen-activated	MA	0.08524169999999999	0.182034	0.46827399999999997	2.50603e-05	2406	227.815	2178.19		204	37.2448	166.755			0.09440660000000001	1.21703:1.33648:0.990435:1.33463:0.438149:1	0.710668(0.635741:0.497509:0.998755)	-3478.43			
291	ENSDORP00000006070|ENSDORG00000006482|ENSDORT00000006483|protein_coding|Paxip1|PAX-ENSRNOP00000009439|ENSRNOG00000007131|ENSRNOT00000009439|protein_coding|Paxip1|PAX	MA	0.0800093	0.201719	0.396638	4.65539e-07	2316	209.338	2106.66		192	38.465	153.535			0.0910103	0.653264:1.03788:0.446299:0.933181:0.157984:1	0.66796(0.617076:0.387451:0.999353)	-3326.32			
292	ENSDORP00000011754|ENSDORG00000012501|ENSDORT00000012502|protein_coding|Fmr1|fragile-ENSRNOP00000071204|ENSRNOG00000057464|ENSRNOT00000089743|protein_coding|Fmr1|fragile	MA	0.016043	0.027657	0.580071	0.16958800000000002	1833	116.822	1716.18		30	3.1507400000000003	26.8493			0.016783199999999998	1.03214:0.993372:0.789562:0.892036:0.283437:1	0.64951(0.546569:0.403595:0.998366)	-2157.95			
293	ENSDORP00000005460|ENSDORG00000005831|ENSDORT00000005831|protein_coding|Mlh1|mutL-ENSRNOP00000072285|ENSRNOG00000033809|ENSRNOT00000081718|protein_coding|Mlh1|mutL	MA	0.0699562	0.122325	0.5718880000000001	0.0226456	2250	162.716	2087.28		155	18.594	136.406			0.0737434	0.971852:1.13134:0.955214:1.17526:0.572067:1	0.640923(0.538615:0.385486:0.998668)	-3152.89			
294	ENSDORP00000015247|ENSDORG00000016207|ENSDORT00000016207|protein_coding|Lonp1|lon-ENSRNOP00000066618|ENSRNOG00000046502|ENSRNOT00000074253|protein_coding|Lonp1|lon	MA	0.058427	0.140657	0.415387	5.18523e-05	2229	210.373	2018.63		137	27.4778	109.522			0.0661879	3.49072:3.35612:2.53107:3.41259:0.347669:1	0.652554(0.586694:0.372312:0.998656)	-3035.87			
295	ENSDORP00000021305|ENSDORG00000025416|ENSDORT00000030477|protein_coding|Slx4|SLX4-ENSRNOP00000031220|ENSRNOG00000024445|ENSRNOT00000033919|protein_coding|Slx4|SLX4	MA	0.23517	0.8120890000000001	0.289587	1.4934899999999997e-77	4545	404.935	4140.07		1003	253.235	749.765			0.28657	2.00456:1.98246:1.55629:1.76122:0.543207:1	0.694921(0.617414:0.468008:0.99934)	-8117.57			
296	ENSDORP00000027261|ENSDORG00000002632|ENSDORT00000029969|protein_coding|Rad54l|RAD54-ENSRNOP00000018004|ENSRNOG00000013148|ENSRNOT00000018004|protein_coding|Rad54l|RAD54	MA	0.07595	0.12363099999999999	0.614329	0.031979400000000005	2184	198.175	1985.83		163	22.7783	140.222			0.0802765	1.16163:0.939368:0.702413:1.13415:0.387235:1	0.653635(0.550069:0.411523:0.999314)	-3128.42			
297	ENSDORP00000023539|ENSDORG00000005831|ENSDORT00000031467|protein_coding|Mlh1|mutL-ENSRNOP00000061834|ENSRNOG00000033809|ENSRNOT00000064581|protein_coding|Mlh1|mutL	MA	0.07373189999999999	0.115843	0.63648	0.0618927	2262	167.168	2094.83		162	18.0482	143.952			0.0768441	0.864492:1.2328:0.907669:1.23882:0.49634:1	0.639956(0.538411:0.382781:0.998675)	-3188.68			
298	ENSDORP00000003376|ENSDORG00000003610|ENSDORT00000003611|protein_coding|Syvn1|synoviolin-ENSRNOP00000028462|ENSRNOG00000020950|ENSRNOT00000028462|protein_coding|Syvn1|synoviolin	MA	0.0249463	0.0311907	0.799797	0.505664	1821	233.313	1587.69		46	7.139989999999999	38.86			0.025746299999999996	1.67648:2.16754:1.2337:1.89649:0.16471:1	0.692982(0.592928:0.487664:0.998355)	-2266.54			
299	ENSDORP00000001882|ENSDORG00000002004|ENSDORT00000002004|protein_coding|Edem1|ER-ENSRNOP00000069931|ENSRNOG00000055365|ENSRNOT00000088273|protein_coding|Edem1|ER	MA	0.028147700000000005	0.0891685	0.31566900000000003	0.000733809	1905	135.295	1769.71		60	11.698	48.302			0.032481499999999996	1.00346:1.67779:0.819575:0.972627:0.380518:1	0.65304(0.562107:0.398585:0.998428)	-2437.54			
300	ENSDORP00000013966|ENSDORG00000014845|ENSDORT00000014845|protein_coding|Tp73|tumor-ENSRNOP00000052265|ENSRNOG00000024707|ENSRNOT00000055398|protein_coding|Tp73|tumor	MA	0.043398400000000004	0.0215313	2.01559	0.21673299999999998	1911	170.55900000000003	1740.44		77	3.57015	73.4299			0.041446699999999996	0.818181:3.17854:0.283441:2.43508:0.0171226:1	0.673459(0.549373:0.472571:0.998433)	-2457.22			
301	ENSDORP00000002339|ENSDORG00000002492|ENSDORT00000002491|protein_coding|Rad54b|RAD54-ENSRNOP00000058084|ENSRNOG00000039949|ENSRNOT00000061370|protein_coding|Rad54b|RAD54	MA	0.123272	0.317782	0.387914	5.129069999999999e-10	2637	179.294	2457.71		317	50.1788	266.82099999999997			0.136497	1.9829:2.25039:1.41257:1.89117:0.601995:1	0.632386(0.509659:0.388636:0.998864)	-4088.39			
302	ENSDORP00000021862|ENSDORG00000008268|ENSDORT00000024342|protein_coding|Usp1|ubiquitin-ENSRNOP00000010935|ENSRNOG00000007890|ENSRNOT00000010933|protein_coding|Usp1|ubiquitin	MA	0.0585227	0.230642	0.253739	1.44264e-08	2172	115.694	2056.31		137	24.8644	112.13600000000001			0.06769069999999999	1.97547:1.99284:1.67646:1.92213:0.678652:1	0.622007(0.508978:0.357044:1)	-2962.41			
303	ENSDORP00000004791|ENSDORG00000005119|ENSDORT00000005119|protein_coding|Skil|SKI-ENSRNOP00000013191|ENSRNOG00000009899|ENSRNOT00000013191|protein_coding|Skil|SKI-like	MA	0.0489805	0.10893900000000001	0.449613	0.00469522	2013	131.239	1881.76		100	13.4287	86.5713			0.0528895	0.944748:1.13053:0.694567:1.00313:0.317385:1	0.638393(0.547619:0.369048:0.998512)	-2685.31			
304	ENSDORP00000027073|ENSDORG00000015376|ENSDORT00000024531|protein_coding|Ccnk|cyclin-ENSRNOP00000053998|ENSRNOG00000006985|ENSRNOT00000057171|protein_coding|Ccnk|cyclin	MA	0.0200214	0.0147626	1.35622	0.784981	1737	223.15400000000002	1513.85		33	3.23516	29.7648			0.0193458	0.317953:1.58232:0.174537:1.3651:0.01:1	0.710632(0.64569:0.487931:0.998276)	-2073.42			
305	ENSDORP00000027816|ENSDORG00000004780|ENSDORT00000029043|protein_coding|Kars|lysyl-tRNA-ENSRNOP00000044454|ENSRNOG00000019456|ENSRNOT00000046126|protein_coding|Kars|lysyl-tRNA	MA	0.029660900000000004	0.0564137	0.525775	0.0756211	1863	145.987	1717.01		57	7.934480000000001	49.0655			0.031757299999999995	2.79015:4.11186:2.2646:3.65403:0.411358:1	0.631297(0.530547:0.364952:0.998392)	-2337.15			
306	ENSDORP00000010646|ENSDORG00000011325|ENSDORT00000011326|protein_coding|Fut8|fucosyltransferase-ENSRNOP00000011220|ENSRNOG00000008451|ENSRNOT00000011220|protein_coding|Fut8|fucosyltransferase	MA	0.018346099999999997	0.019958	0.919234	0.6817880000000001	1725	135.539	1589.46		31	2.63161	28.3684			0.0184727	0.13346:0.772881:0.265832:0.812724:0.170417:1	0.639178(0.546875:0.372396:0.998264)	-2082.68			
307	ENSDORP00000018004|ENSDORG00000027004|ENSDORT00000029822|protein_coding|Zbtb1|zinc-ENSRNOP00000072596|ENSRNOG00000058593|ENSRNOT00000078498|protein_coding|Zbtb1|zinc	MA	0.0488185	0.180607	0.270302	5.4134000000000006e-06	1929	99.1954	1829.8		99	16.5383	82.4617			0.055595500000000006	1.54935:1.84498:1.31148:1.6321:0.414836:1	0.623706(0.485248:0.386646:0.999224)	-2561.15			
308	ENSDORP00000014517|ENSDORG00000015424|ENSDORT00000015425|protein_coding||ezrin-ENSRNOP00000046593|ENSRNOG00000018524|ENSRNOT00000046746|protein_coding|Ezr|ezrin	MA	0.0186734	0.0534726	0.349215	0.012134200000000001	1749	99.2112	1649.79		35	5.14168	29.8583			0.020647400000000003	3.64972:3.3998:2.81264:3.34149:0.292647:1	0.621861(0.5625:0.304795:0.998288)	-2073.28			
309	ENSDORP00000005671|ENSDORG00000006059|ENSDORT00000006059|protein_coding|Has2|hyaluronan-ENSRNOP00000006517|ENSRNOG00000004854|ENSRNOT00000006517|protein_coding|Has2|hyaluronan	MA	0.00938291	0.047855	0.19607	0.00207201	1656	119.34	1536.66		20	5.67433	14.3257			0.0121554	1.59753:2.14534:1.32492:1.70167:0.150776:1	0.60428(0.457505:0.357143:0.998192)	-1950.44			
310	ENSDORP00000001970|ENSDORG00000002105|ENSDORT00000002104|protein_coding|Xpc|XPC-ENSRNOP00000011490|ENSRNOG00000008274|ENSRNOT00000011490|protein_coding|Xpc|XPC	MA	0.127772	0.24583200000000002	0.519755	3.62059e-05	2664	200.562	2463.44		320	43.336999999999996	276.663			0.13666099999999998	1.84729:1.66706:1.30138:1.58786:0.486496:1	0.662917(0.555118:0.434758:0.998875)	-4128.99			
311	ENSDORP00000017349|ENSDORG00000009732|ENSDORT00000024148|protein_coding|Braf|B-Raf-ENSRNOP00000014604|ENSRNOG00000010957|ENSRNOT00000014604|protein_coding|Braf|B-Raf	MA	0.0757686	0.105478	0.718337	0.191156	2040	150.963	1889.04		148	14.8167	133.183			0.07796710000000001	0.771911:1.28366:0.995044:1.28152:0.658836:1	0.641214(0.520558:0.404552:0.998532)	-2907.47			
312	ENSDORP00000000466|ENSDORG00000000499|ENSDORT00000000499|protein_coding|Syk|spleen-ENSRNOP00000016942|ENSRNOG00000012160|ENSRNOT00000016942|protein_coding|Syk|spleen	MA	0.047316500000000004	0.056411300000000004	0.838777	0.518173	1887	135.924	1751.08		86	7.28458	78.7154			0.0479716	1.384:1.31327:1.08184:1.43594:0.380102:1	0.639153(0.54127:0.377778:0.998413)	-2500.98			
313	ENSDORP00000010273|ENSDORG00000010927|ENSDORT00000010929|protein_coding|Pck1|phosphoenolpyruvate-ENSRNOP00000030913|ENSRNOG00000028616|ENSRNOT00000031586|protein_coding|Pck1|phosphoenolpyruvate	MA	0.0456948	0.0710308	0.643309	0.100215	1866	196.63	1669.37		85	13.1546	71.8454			0.0483645	0.345343:5.18736:0.472657:4.25901:0.548536:1	0.655966(0.545746:0.423756:0.998395)	-2450.6			
314	ENSDORP00000013631|ENSDORG00000014495|ENSDORT00000014495|protein_coding|Nuak1|NUAK-ENSRNOP00000010636|ENSRNOG00000008061|ENSRNOT00000010636|protein_coding|Nuak1|NUAK	MA	0.046163499999999996	0.157854	0.292443	1.2176500000000001e-06	1977	146.358	1830.64		99	21.2544	77.7456			0.05443200000000001	1.76895:1.52947:1.08315:1.66022:0.266051:1	0.65(0.517424:0.434091:0.998485)	-2623.19			
315	ENSDORP00000014532|ENSDORG00000015440|ENSDORT00000015440|protein_coding|Smpd3|sphingomyelin-ENSRNOP00000030458|ENSRNOG00000000257|ENSRNOT00000031977|protein_coding|Smpd3|sphingomyelin	MA	0.042421	0.0715641	0.592769	0.0990487	1881	158.592	1722.41		81	10.8902	70.1098			0.0448781	1.2587:1.22333:0.902315:1.27639:0.116857:1	0.680202(0.56449:0.476911:0.999204)	-2481.5			
316	ENSDORP00000017942|ENSDORG00000006639|ENSDORT00000032486|protein_coding|March7|membrane-ENSRNOP00000069062|ENSRNOG00000006241|ENSRNOT00000085563|protein_coding|March7|membrane	MA	0.06289550000000001	0.1245	0.5051829999999999	0.015266899999999998	2067	139.828	1927.17		126	15.8238	110.176			0.067063	1.17885:1.1641:0.93507:1.13415:0.248515:1	0.663038(0.457184:0.53193:1)	-2759.17			
317	ENSDORP00000005104|ENSDORG00000005457|ENSDORT00000005457|protein_coding|Col4a3bp|collagen-ENSRNOP00000021549|ENSRNOG00000015686|ENSRNOT00000021549|protein_coding|Col4a3bp|collagen	MA	0.0260222	0.140796	0.18482200000000001	2.29845e-06	1740	94.9017	1645.1		53	12.6075	40.3925			0.032282099999999994	1.11825:0.987541:0.808917:0.801868:0.497387:1	0.635399(0.523236:0.384682:0.998279)	-2183.59			
318	ENSDORP00000014969|ENSDORG00000015912|ENSDORT00000015912|protein_coding|Uvrag|UV-ENSRNOP00000022176|ENSRNOG00000016206|ENSRNOT00000022176|protein_coding|Uvrag|UV	MA	0.07634289999999999	0.224369	0.340256	2.16131e-07	2070	148.889	1921.11		166	30.796	135.204			0.08699	1.86896:1.86054:1.506:1.78144:0.550708:1	0.644477(0.544139:0.390738:0.998553)	-2989.08			
319	ENSDORP00000002818|ENSDORG00000002998|ENSDORT00000002999|protein_coding|Ptgs2|prostaglandin-endoperoxide-ENSRNOP00000003567|ENSRNOG00000002525|ENSRNOT00000003567|protein_coding|Ptgs2|prostaglandin-endoperoxide	MA	0.040210199999999995	0.09903300000000001	0.406028	0.00608989	1812	124.79899999999999	1687.2		76	11.7117	64.2883			0.0442615	0.774613:2.43227:0.467947:1.41374:0.029617:1	0.627824(0.517355:0.367769:0.998347)	-2368.7			
320	ENSDORP00000004795|ENSDORG00000005127|ENSDORT00000005126|protein_coding|Amfr|autocrine-ENSRNOP00000072893|ENSRNOG00000055446|ENSRNOT00000082066|protein_coding|Amfr|autocrine	MA	0.0722095	0.0735979	0.981136	0.7513920000000001	1836	174.643	1661.36		125	12.0967	112.90299999999999			0.0723416	1.07752:1.11454:0.982914:1.18069:0.586658:1	0.644857(0.550081:0.390145:0.994346)	-2604.97			
321	ENSDORP00000006341|ENSDORG00000006767|ENSDORT00000006768|protein_coding|Mcm10|minichromosome-ENSRNOP00000024178|ENSRNOG00000017981|ENSRNOT00000024178|protein_coding|Mcm10|minichromosome	MA	0.126923	0.284045	0.44684300000000005	3.36491e-07	2514	180.56	2333.44		306	45.1681	260.832			0.138208	2.24812:2.45343:1.774:2.16006:0.683254:1	0.652761(0.543504:0.415375:0.999404)	-3891.3			
322	ENSDORP00000013334|ENSDORG00000014183|ENSDORT00000014182|protein_coding|Prkaa1|protein-ENSRNOP00000017626|ENSRNOG00000012799|ENSRNOT00000017626|protein_coding|Prkaa1|protein	MA	0.0234453	0.107493	0.21810900000000003	0.00015901200000000002	1614	96.0171	1517.98		44	9.89166	34.1083			0.028445299999999996	0.686199:0.817141:0.744197:0.778825:0.490392:1	0.62585(0.510204:0.369202:0.998145)	-2006.01			
